Date,Level,Transit,House,Profection,Score,Aspect,Meaning,Actions,Status
2028-09-18,PEAK,Uranus->Sun,1,11,3745.4,Uranus Sq natal Sun (6.649°),Home base restructuring. Pivot your operational base.,"Restructure workspace
Make a bold operational change
Resolve foundational issues",Upcoming
2028-10-18,HIGH,Pluto->Venus,2,11,3274.1,Pluto Sq natal Venus (5.108°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2028-12-14,HIGH,Neptune->Neptune,6,11,3226.6,Neptune Sq natal Neptune (4.083°),Visionary identity. Lead with story.,"Articulate your long-term vision
Lead with story not data
Explore a new creative identity",Upcoming
2028-12-15,HIGH,Neptune->Neptune,6,11,3408.5,Neptune Sq natal Neptune (4.085°),Visionary identity. Lead with story.,"Articulate your long-term vision
Lead with story not data
Explore a new creative identity",Upcoming
2028-12-16,PEAK,Neptune->Neptune,6,11,4788.8,Neptune Sq natal Neptune (4.085°),Visionary identity. Lead with story.,"Articulate your long-term vision
Lead with story not data
Explore a new creative identity",Upcoming
2028-12-17,VERY HIGH,Neptune->Neptune,6,11,3527.0,Neptune Sq natal Neptune (4.085°),Visionary identity. Lead with story.,"Articulate your long-term vision
Lead with story not data
Explore a new creative identity",Upcoming
2028-12-18,HIGH,Neptune->Neptune,6,11,3245.9,Neptune Sq natal Neptune (4.085°),Visionary identity. Lead with story.,"Articulate your long-term vision
Lead with story not data
Explore a new creative identity",Upcoming
2028-12-30,HIGH,Pluto->Pluto,3,11,3191.8,Pluto Sq natal Pluto (6.121°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2028-12-31,VERY HIGH,Pluto->Pluto,3,11,3561.9,Pluto Sq natal Pluto (6.093°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2029-01-01,HIGH,Pluto->Pluto,3,11,3246.8,Pluto Sq natal Pluto (6.064°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2029-01-02,HIGH,Pluto->Pluto,3,11,3199.9,Pluto Sq natal Pluto (6.036°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2029-01-03,HIGH,Pluto->Pluto,3,11,3380.9,Pluto Sq natal Pluto (6.007°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2029-01-04,PEAK,Saturn->Neptune,6,11,3872.6,Saturn Tri natal Neptune (5.761°),Work discipline crystallising. Build the engine.,"Build non-negotiable work routine
Document your processes
Create accountability structures",Upcoming
2029-01-05,PEAK,Saturn->Neptune,6,11,4174.7,Saturn Tri natal Neptune (5.762°),Work discipline crystallising. Build the engine.,"Build non-negotiable work routine
Document your processes
Create accountability structures",Upcoming
2029-01-06,HIGH,Pluto->Pluto,3,11,3306.0,Pluto Sq natal Pluto (5.919°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2029-01-08,HIGH,Pluto->Pluto,3,11,3233.3,Pluto Sq natal Pluto (5.859°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2029-01-09,HIGH,Pluto->Pluto,3,11,3244.6,Pluto Sq natal Pluto (5.829°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2029-02-09,VERY HIGH,Jupiter->N.Node,7,11,3532.4,Jupiter Tri natal N.Node (2.591°),"Career explosion window. Visibility, recognition, opportunity.","Apply for the big opportunity
Step into public leadership
Make bold career announcement",Upcoming
2029-02-10,HIGH,Jupiter->N.Node,7,11,3304.5,Jupiter Tri natal N.Node (2.593°),"Career explosion window. Visibility, recognition, opportunity.","Apply for the big opportunity
Step into public leadership
Make bold career announcement",Upcoming
2029-02-12,VERY HIGH,Mars->Neptune,6,11,3453.9,Mars Sq natal Neptune (3.722°),Mars energy in H6. Bold decisions now.,"Make the major move
Act on what youve been delaying
Build something that lasts",Upcoming
2029-02-13,VERY HIGH,Mars->Neptune,6,11,3671.7,Mars Sq natal Neptune (3.738°),Mars energy in H6. Bold decisions now.,"Make the major move
Act on what youve been delaying
Build something that lasts",Upcoming
2029-02-14,VERY HIGH,Uranus->Neptune,6,11,3621.4,Uranus Qnx natal Neptune (0.027°),Home base restructuring. Pivot your operational base.,"Restructure workspace
Make a bold operational change
Resolve foundational issues",Upcoming
2029-02-15,PEAK,Uranus->Neptune,6,11,4151.7,Uranus Qnx natal Neptune (0.026°),Home base restructuring. Pivot your operational base.,"Restructure workspace
Make a bold operational change
Resolve foundational issues",Upcoming
2029-02-16,PEAK,Uranus->Neptune,6,11,3761.5,Uranus Qnx natal Neptune (0.026°),Home base restructuring. Pivot your operational base.,"Restructure workspace
Make a bold operational change
Resolve foundational issues",Upcoming
2029-03-07,HIGH,Neptune->Saturn,6,11,3249.1,Neptune Sq natal Saturn (0.093°),Visionary identity. Lead with story.,"Articulate your long-term vision
Lead with story not data
Explore a new creative identity",Upcoming
2029-03-08,HIGH,Neptune->Saturn,6,11,3291.6,Neptune Sq natal Saturn (0.057°),Visionary identity. Lead with story.,"Articulate your long-term vision
Lead with story not data
Explore a new creative identity",Upcoming
2029-03-09,HIGH,Neptune->Saturn,6,11,3404.0,Neptune Sq natal Saturn (0.021°),Visionary identity. Lead with story.,"Articulate your long-term vision
Lead with story not data
Explore a new creative identity",Upcoming
2029-03-10,HIGH,Neptune->Saturn,6,11,3243.2,Neptune Sq natal Saturn (0.015°),Visionary identity. Lead with story.,"Articulate your long-term vision
Lead with story not data
Explore a new creative identity",Upcoming
2029-03-11,HIGH,Neptune->Saturn,6,11,3254.6,Neptune Sq natal Saturn (0.052°),Visionary identity. Lead with story.,"Articulate your long-term vision
Lead with story not data
Explore a new creative identity",Upcoming
2029-03-12,HIGH,Neptune->Saturn,6,11,3222.0,Neptune Sq natal Saturn (0.088°),Visionary identity. Lead with story.,"Articulate your long-term vision
Lead with story not data
Explore a new creative identity",Upcoming
2029-03-14,HIGH,Pluto->Pluto,3,11,3216.2,Pluto Sq natal Pluto (3.948°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2029-03-15,HIGH,N.Node->Neptune,6,11,3412.2,N.Node Conj natal Neptune (0.063°),N.Node energy in H6. Bold decisions now.,"Make the major move
Act on what youve been delaying
Build something that lasts",Upcoming
2029-03-16,VERY HIGH,N.Node->Neptune,6,11,3461.6,N.Node Conj natal Neptune (0.010°),N.Node energy in H6. Bold decisions now.,"Make the major move
Act on what youve been delaying
Build something that lasts",Upcoming
2029-03-17,HIGH,N.Node->Neptune,6,11,3394.2,N.Node Conj natal Neptune (0.043°),N.Node energy in H6. Bold decisions now.,"Make the major move
Act on what youve been delaying
Build something that lasts",Upcoming
2029-03-18,VERY HIGH,N.Node->Neptune,6,11,3484.8,N.Node Conj natal Neptune (0.096°),N.Node energy in H6. Bold decisions now.,"Make the major move
Act on what youve been delaying
Build something that lasts",Upcoming
2029-03-19,HIGH,Neptune->Jupiter,12,11,3231.7,Neptune Sq natal Jupiter (0.015°),Visionary identity. Lead with story.,"Articulate your long-term vision
Lead with story not data
Explore a new creative identity",Upcoming
2029-03-20,HIGH,Neptune->Jupiter,12,11,3195.9,Neptune Sq natal Jupiter (0.053°),Visionary identity. Lead with story.,"Articulate your long-term vision
Lead with story not data
Explore a new creative identity",Upcoming
2029-03-21,HIGH,Neptune->Jupiter,12,11,3203.1,Neptune Sq natal Jupiter (0.091°),Visionary identity. Lead with story.,"Articulate your long-term vision
Lead with story not data
Explore a new creative identity",Upcoming
2029-03-22,HIGH,Pluto->Pluto,3,11,3379.9,Pluto Sq natal Pluto (3.767°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2029-03-23,HIGH,Pluto->Pluto,3,11,3343.6,Pluto Sq natal Pluto (3.746°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2029-03-24,HIGH,Pluto->Pluto,3,11,3407.9,Pluto Sq natal Pluto (3.726°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2029-03-25,HIGH,Pluto->Pluto,3,11,3312.2,Pluto Sq natal Pluto (3.705°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2029-03-27,HIGH,Pluto->Pluto,3,11,3374.6,Pluto Sq natal Pluto (3.666°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2029-03-28,HIGH,Pluto->Pluto,3,11,3409.7,Pluto Sq natal Pluto (3.646°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2029-03-29,HIGH,Pluto->Pluto,3,11,3261.8,Pluto Sq natal Pluto (3.628°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2029-03-30,HIGH,Saturn->Neptune,6,11,3266.6,Saturn Tri natal Neptune (0.067°),Work discipline crystallising. Build the engine.,"Build non-negotiable work routine
Document your processes
Create accountability structures",Upcoming
2029-03-31,HIGH,Saturn->Neptune,6,11,3212.4,Saturn Tri natal Neptune (0.050°),Work discipline crystallising. Build the engine.,"Build non-negotiable work routine
Document your processes
Create accountability structures",Upcoming
2029-04-25,HIGH,Saturn->Pluto,3,11,3413.6,Saturn Opp natal Pluto (0.344°),"Network pruning. Fewer, more meaningful connections. Quality over quantity.","Cut shallow connections
Invest in 3 key relationships
Build a tight inner circle",Upcoming
2029-04-26,HIGH,Saturn->Pluto,3,11,3389.7,Saturn Opp natal Pluto (0.216°),"Network pruning. Fewer, more meaningful connections. Quality over quantity.","Cut shallow connections
Invest in 3 key relationships
Build a tight inner circle",Upcoming
2029-04-27,VERY HIGH,Saturn->Pluto,3,11,3428.4,Saturn Opp natal Pluto (0.088°),"Network pruning. Fewer, more meaningful connections. Quality over quantity.","Cut shallow connections
Invest in 3 key relationships
Build a tight inner circle",Upcoming
2029-04-28,VERY HIGH,Saturn->Pluto,3,11,3575.2,Saturn Opp natal Pluto (0.040°),"Network pruning. Fewer, more meaningful connections. Quality over quantity.","Cut shallow connections
Invest in 3 key relationships
Build a tight inner circle",Upcoming
2029-04-29,VERY HIGH,Neptune->Neptune,6,11,3617.7,Neptune Sq natal Neptune (0.466°),Visionary identity. Lead with story.,"Articulate your long-term vision
Lead with story not data
Explore a new creative identity",Upcoming
2029-04-30,VERY HIGH,Neptune->Neptune,6,11,3591.5,Neptune Sq natal Neptune (0.432°),Visionary identity. Lead with story.,"Articulate your long-term vision
Lead with story not data
Explore a new creative identity",Upcoming
2029-05-01,PEAK,Neptune->Neptune,6,11,3946.2,Neptune Sq natal Neptune (0.399°),Visionary identity. Lead with story.,"Articulate your long-term vision
Lead with story not data
Explore a new creative identity",Upcoming
2029-05-02,VERY HIGH,Neptune->Neptune,6,11,3585.3,Neptune Sq natal Neptune (0.366°),Visionary identity. Lead with story.,"Articulate your long-term vision
Lead with story not data
Explore a new creative identity",Upcoming
2029-05-03,PEAK,Mars->Sun,1,11,4093.3,Mars Conj natal Sun (4.063°),Mars energy in H1. Bold decisions now.,"Make the major move
Act on what youve been delaying
Build something that lasts",Upcoming
2029-05-04,PEAK,Mars->Sun,1,11,4118.9,Mars Conj natal Sun (4.041°),Mars energy in H1. Bold decisions now.,"Make the major move
Act on what youve been delaying
Build something that lasts",Upcoming
2029-05-05,PEAK,Mars->Sun,1,11,4354.3,Mars Conj natal Sun (4.031°),Mars energy in H1. Bold decisions now.,"Make the major move
Act on what youve been delaying
Build something that lasts",Upcoming
2029-05-06,PEAK,Mars->Sun,1,11,4172.7,Mars Conj natal Sun (4.033°),Mars energy in H1. Bold decisions now.,"Make the major move
Act on what youve been delaying
Build something that lasts",Upcoming
2029-05-08,PEAK,Pluto->Pluto,3,11,3734.4,Pluto Sq natal Pluto (3.220°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2029-05-09,PEAK,Pluto->Pluto,3,11,3722.2,Pluto Sq natal Pluto (3.219°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2029-05-10,PEAK,Pluto->Pluto,3,11,5023.3,Pluto Sq natal Pluto (3.219°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2029-05-11,VERY HIGH,Neptune->Neptune,6,11,3628.8,Neptune Sq natal Neptune (0.080°),Visionary identity. Lead with story.,"Articulate your long-term vision
Lead with story not data
Explore a new creative identity",Upcoming
